OrderID,Buy Date,Buy Price,Sell Date,Sell Price
1,2010-02-18,16.280001,2010-02-19,16.44280101
2,2010-02-22,16.482,2010-03-03,16.646819999999998
3,2010-03-22,16.193001,2010-03-29,16.354931009999998
4,2010-04-06,16.110001,2010-04-07,16.27110101
5,2010-04-06,16.1297,2010-04-07,16.290997
6,2010-04-19,16.1751,2010-04-20,16.336851
7,2010-04-19,16.2124,2010-04-20,16.374523999999997
8,2010-05-05,16.700001,2010-05-06,16.86700101
9,2010-05-10,17.040501,2010-05-11,17.21090601
10,2010-05-11,17.15,2010-05-11,17.3215
11,2010-05-13,17.6625,2010-05-14,17.839125000000003
12,2010-05-18,17.621,2010-05-19,17.79721
13,2010-05-20,17.652,2010-05-25,17.82852
14,2010-05-27,17.98,2010-05-27,18.1598
15,2010-06-03,18.109501,2010-06-07,18.29059601
16,2010-06-09,18.4,2010-06-09,18.584
17,2010-06-10,18.313499,2010-06-14,18.49663399
18,2010-06-14,18.309999,2010-06-18,18.49309899
19,2010-07-02,18.34,2010-07-30,18.5234
20,2010-07-30,17.48,2010-08-02,17.6548
21,2010-08-13,18.0805,2010-08-16,18.261305
22,2010-09-07,18.030001,2010-09-07,18.21030101
23,2010-09-13,18.310499,2010-09-14,18.49360399
24,2010-09-20,18.660999,2010-09-24,18.84760899
25,2010-10-04,18.511499,2010-10-04,18.69661399
26,2010-10-08,18.845501,2010-10-11,19.033956009999997
27,2010-10-15,19.3255,2010-10-19,19.518755000000002
28,2010-10-19,19.25,2010-11-08,19.4425
29,2010-11-12,19.65,2010-11-15,19.8465
30,2010-11-15,19.540501,2010-11-23,19.73590601
31,2010-12-08,20.049999,2011-02-24,20.25049899
32,2011-03-04,20.063,2011-03-04,20.26363
33,2011-03-11,20.219999,2011-03-14,20.422198990000002
34,2011-04-15,20.716999,2011-04-18,20.924168990000002
35,2011-04-26,21.139999,2011-04-28,21.35139899
36,2011-05-03,21.711,2011-05-31,21.92811
37,2011-06-17,21.35,2011-06-17,21.5635
38,2011-06-27,21.299999,2011-07-07,21.51299899
39,2011-07-20,22.16,2011-07-21,22.3816
40,2011-07-21,22.251499,2011-07-25,22.47401399
41,2011-08-12,25.1,2011-08-16,25.351000000000003
42,2011-08-19,26.35,2011-08-19,26.613500000000002
43,2011-08-23,26.860001,2011-09-05,27.12860101
44,2011-09-06,26.672001,2011-09-06,26.938721010000002
45,2011-09-07,26.26,2011-09-08,26.5226
46,2011-09-08,26.0175,2011-09-08,26.277675
47,2011-09-12,26.809999,2011-09-14,27.07809899
48,2011-09-16,26.225,2011-09-19,26.487250000000003
49,2011-09-22,26.99,2011-11-08,27.2599
50,2011-11-18,27.200001,2011-11-21,27.47200101
51,2011-11-23,27.3605,2011-11-28,27.634104999999998
52,2011-12-15,26.9965,2012-02-08,27.266465
53,2012-03-01,26.60335,2012-03-23,26.869383499999998
54,2012-04-04,26.74542,2012-04-11,27.0128742
55,2012-05-08,27.57345,2012-05-24,27.8491845
56,2012-06-01,27.77906,2012-06-06,28.0568506
57,2012-06-07,28.556141,2012-06-14,28.84170241
58,2012-07-03,28.203671,2012-07-25,28.48570771
59,2012-09-07,30.049681,2012-09-10,30.350177809999998
60,2012-09-17,30.462549,2012-11-26,30.76717449
61,2012-11-29,30.32229,2019-07-11,30.6255129
62,2019-08-06,31.5895,2019-08-06,31.905395000000002
63,2019-08-14,32.511002,2019-08-16,32.836112019999995
64,2019-08-21,32.919998,2019-08-22,33.24919798
65,2019-08-26,33.099998,2019-08-26,33.43099798
66,2019-08-30,33.75,2019-09-03,34.0875
67,2019-09-03,33.884998,2019-09-03,34.22384798
68,2019-09-04,34.509998,2019-11-07,34.855097980000004
69,2019-11-11,32.844002,2019-11-11,33.172442020000005
70,2019-11-13,33.505501,2019-11-14,33.84055601
71,2019-12-19,0.302,2019-12-19,0.30502
72,2020-01-01,34.25,2020-01-03,34.5925
73,2020-01-07,35.349998,2020-01-08,35.70349798
74,2020-01-09,34.849998,2020-01-10,35.19849798
75,2020-01-13,34.75,2020-01-15,35.097500000000004
76,2020-01-16,34.900002,2020-01-17,35.24900202
77,2020-01-21,35.060001,2020-01-23,35.41060101
78,2020-01-29,35.0,2020-01-29,35.35
79,2020-02-03,35.880001,2020-02-10,36.23880101
80,2020-02-14,35.25,2020-02-14,35.6025
81,2020-02-17,35.869999,2020-02-19,36.22869899
82,2020-02-19,36.200001,2020-02-19,36.56200101
83,2020-02-25,37.220001,2020-02-26,37.592201010000004
84,2020-02-28,37.119999,2020-03-04,37.49119899
85,2020-03-09,38.369999,2020-03-11,38.753698990000004
86,2020-03-12,37.560001,2020-03-12,37.93560101
87,2020-03-13,37.299999,2020-03-23,37.67299899
88,2020-03-23,34.799999,2020-03-24,35.14799899
89,2020-03-25,36.110001,2020-03-25,36.47110101
90,2020-03-26,36.32,2020-03-26,36.6832
